Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,CylindersinEngine,DriveType,FuelType,FuelConsumption,Kilometres,Location,States,BodyType,Price
Kia,2020,Seltos,SUV,2020 Kia Seltos Sport+ (fwd),USED,Automatic,2,4,Front,Unleaded,6.8,62488,"Phillip, ACT",ACT,SUV,33990
Lexus,2022,LX600,SUV,2022 Lexus LX600 F Sport,USED,Automatic,3.4,6,AWD,Premium,12.1,14128,"Berwick, VIC",VIC,SUV,199987
Mazda,2012,CX-9,SUV,2012 Mazda CX-9 Luxury (fwd),USED,Automatic,3.7,6,Front,Unleaded,11,117088,"Ringwood, VIC",VIC,SUV,19888
Nissan,2020,Qashqai,SUV,2020 Nissan Qashqai Midnight Edition,USED,Automatic,2,4,Front,Unleaded,6.9,31144,"Burwood, VIC",VIC,SUV,33807
Haval,2023,Jolion,NEW In stock,2023 Haval Jolion Premium,NEW,Automatic,,,Other,Unleaded,,9,"Port Macquarie, NSW",NSW,SUV,28990
Mazda,2016,6,Sedan,2016 Mazda 6 Atenza,USED,Automatic,2.5,4,Front,Unleaded,6.6,114180,"Bundoora, VIC",VIC,Sedan,25766
Kia,2019,Sportage,SUV,2019 Kia Sportage SI Premium (fwd),USED,Automatic,2,4,Front,Unleaded,7.9,30220,"Berwick, VIC",VIC,SUV,32999
LDV,2021,G10,Commercial,2021 LDV G10 Barn Door,USED,Automatic,1.9,4,Rear,Diesel,8.6,5300,"Dandenong South, VIC",VIC,Van,31990
Honda,2012,Accord,Sedan,2012 Honda Accord Euro Luxury Navi,USED,Automatic,2.4,4,Front,Premium,8.5,92597,"Helensvale, QLD",QLD,Sedan,18888
Skoda,2012,Fabia,Hatchback,2012 Skoda Fabia RS 132 TSI,USED,Automatic,1.4,4,Front,Premium,6.2,203421,"Wauchope, NSW",NSW,Hatchback,9950
Jeep,2019,Grand,SUV,2019 Jeep Grand Cherokee Night Eagle (4X4),USED,Automatic,3.6,6,AWD,Premium,10,26727,"Phillip, ACT",ACT,SUV,49990
Mitsubishi,2015,Outlander,SUV,2015 Mitsubishi Outlander LS (4X2),USED,Automatic,2,4,Front,Unleaded,6.6,148072,"Southport, QLD",QLD,SUV,19990
Nissan,2019,Leaf,Hatchback,2019 Nissan Leaf,USED,Automatic,,0 L,Front,Electric,0,45987,"Dandenong, VIC",VIC,Hatchback,36990
Mercedes-Benz,2013,B200,Hatchback,2013 Mercedes-Benz B200 CDI BE,USED,Automatic,1.8,4,Front,Diesel,4.6,26173,"Thomastown, VIC",VIC,Hatchback,27990
Kia,2022,Stinger,Sedan,2022 Kia Stinger GT (black Leather),USED,Automatic,3.3,6,Rear,Unleaded,10.2,30874,"Port Macquarie, NSW",NSW,Sedan,64990
Kia,2016,Sorento,SUV,2016 Kia Sorento SI (4X2),USED,Automatic,3.3,6,Front,Unleaded,9.9,182928,"Labrador, QLD",QLD,SUV,19999
Subaru,2010,Forester,SUV,2010 Subaru Forester XT Premium,USED,Automatic,2.5,4,AWD,Premium,10.5,188500,"Ringwood, VIC",VIC,SUV,14888
Mercedes-Benz,2022,S450L,Sedan,2022 Mercedes-Benz S450L 4Matic (hybrid),USED,Automatic,3,6,AWD,Hybrid,8.7,6238,"Berwick, VIC",VIC,Sedan,229800
Mitsubishi,2015,Outlander,SUV,2015 Mitsubishi Outlander LS (4X4),USED,Automatic,2.4,4,AWD,Unleaded,7.5,84465,"Upper Ferntree Gully, VIC",VIC,SUV,23999
Hyundai,2022,Tucson,SUV,2022 Hyundai Tucson Highlander (awd),USED,Automatic,2,4,AWD,Diesel,6.3,23031,"Port Macquarie, NSW",NSW,SUV,54990
Audi,2015,A6,Sedan,2015 Audi A6 1.8 Tfsi,USED,Automatic,1.8,4,Front,Premium,5.7,148222,"Phillip, ACT",ACT,Sedan,24990
Mercedes-Benz,2007,ML320,SUV,2007 Mercedes-Benz ML320 CDI (4X4),USED,Automatic,3,6,4WD,Diesel,9.6,252600,"Thomastown, VIC",VIC,SUV,13990
Mazda,2016,3,Sedan,2016 Mazda 3 SP25 Astina,USED,Automatic,2.5,4,Front,Unleaded,6,122000,"Ringwood, VIC",VIC,Sedan,23888
Subaru,2020,Forester,SUV,2020 Subaru Forester 2.5I (awd),USED,Automatic,2.5,4,AWD,Unleaded,7.4,67356,"Thornbury, VIC",VIC,SUV,33950
Toyota,2001,Hilux,Ute / Tray,2001 Toyota Hilux (4X4),USED,Manual,3,4,4WD,Diesel,0,337400,"Ferntree Gully, VIC",VIC,UTE,13999
Toyota,2020,Hilux,Ute / Tray,2020 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.4,130188,"Bega, NSW",NSW,UTE,62920
Mercedes-Benz,2022,GLC,SUV,2022 Mercedes-Benz GLC 300 4Matic,USED,Automatic,2,4,AWD,Premium,8.2,5689,"Berwick, VIC",VIC,SUV,88880
Kia,2021,Carnival,Wagon,2021 Kia Carnival S,USED,Automatic,3.5,6,Front,Unleaded,9.6,45427,"Pakenham, VIC",VIC,Wagon,49888
Mercedes-Benz,2019,CLS53,Sedan,2019 Mercedes-Benz CLS53 4Matic+,USED,Automatic,3,6,AWD,Premium,8.9,32000,"Mulgrave, VIC",VIC,Sedan,139800
Mitsubishi,2017,Lancer,Sedan,2017 Mitsubishi Lancer ES Sport,USED,Automatic,2,4,Front,Unleaded,7.4,45199,"Batemans Bay, NSW",NSW,Sedan,21990
BMW,2002,330CI,Coupe,2002 BMW 330CI,USED,Automatic,3,6,Rear,Unleaded,10.5,237574,"Mulgrave, VIC",VIC,Coupe,13990
Nissan,2006,Tiida,USED Dealer ad,2006 Nissan Tiida ST-L,USED,Automatic,,,Front,Unleaded,,269724,"BAYSWATER NORTH, VIC",VIC,Hatchback,6990
Mercedes-Benz,2016,GLE63,SUV,2016 Mercedes-Benz GLE63 S,USED,Automatic,5.5,8,AWD,Premium,11.8,95795,"Port Macquarie, NSW",NSW,SUV,87990
Toyota,2019,Camry,Sedan,2019 Toyota Camry Ascent (hybrid),USED,Automatic,2.5,4,Front,Hybrid,4.2,18839,"Preston, VIC",VIC,Sedan,41780
Holden,2009,Commodore,Ute / Tray,2009 Holden Commodore Omega,USED,Automatic,3.6,6,Rear,Unleaded,10.9,153926,"Watsonia, VIC",VIC,UTE,13990
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,2.5,4,Front,Hybrid,4.7,124,"Dandenong South, VIC",VIC,SUV,53990
Nissan,2011,Navara,Ute / Tray,2011 Nissan Navara ST-R (4X4),USED,Manual,2.5,4,4WD,Diesel,9.2,186177,"Southport, QLD",QLD,UTE,14990
Jeep,2022,Gladiator,Miedecke Motor Group - Used,2022 Jeep Gladiator Rubicon (4X4),DEMO,Automatic,3.6,6,4WD,Unleaded,12.4,156,"Port Macquarie, NSW",NSW,UTE,81888
Mazda,2019,CX-3,SUV,2019 Mazda CX-3 Maxx Sport (fwd),USED,Manual,2,4,Front,Unleaded,6.6,61579,"Berwick, VIC",VIC,SUV,25999
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,1.8,4,Front,Hybrid,4.2,40340,"Fyshwick, ACT",ACT,Hatchback,31888
Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,2,4,Front,Unleaded,6.4,107152,"Nunawading, VIC",VIC,SUV,22990
Subaru,2021,Impreza,Sedan,2021 Subaru Impreza 2.0I-S (awd),USED,Automatic,2,4,AWD,Unleaded,7.2,36649,"Berwick, VIC",VIC,Sedan,32990
Hyundai,2018,Tucson,SUV,2018 Hyundai Tucson Active X (fwd),USED,Automatic,2,4,Front,Unleaded,7.9,86864,"Port Macquarie, NSW",NSW,SUV,27990
Toyota,2012,Hiace,Commercial,2012 Toyota Hiace LWB,USED,Automatic,3,4,Rear,Diesel,8,202000,"EPPING, VIC",VIC,Van,22990
Toyota,2012,Estima,UniBee Australia,2012 Toyota Estima Aeras,USED,Automatic,,,Other,Unleaded,,117874,"Dandenong, VIC",VIC,Wagon,18990
Honda,2011,CR-Z,Coupe,2011 Honda CR-Z Luxury Hybrid,USED,Automatic,1.5,4,Front,Hybrid,4.7,137269,"Fairfield, VIC",VIC,Coupe,17990
Mercedes-Benz,2015,A180,Hatchback,2015 Mercedes-Benz A180 BE,USED,Automatic,1.6,4,Front,Premium,5.8,56987,"Balwyn, VIC",VIC,Hatchback,26990
Subaru,2009,Forester,SUV,2009 Subaru Forester X,USED,Manual,2.5,4,AWD,Unleaded,9.3,166503,"Ringwood, VIC",VIC,SUV,14990
Toyota,2013,Hilux,Ute / Tray,2013 Toyota Hilux SR5 (4X4),USED,Manual,3,4,4WD,Diesel,8.3,203227,"Port Macquarie, NSW",NSW,UTE,31990
Toyota,2019,Kluger,SUV,2019 Toyota Kluger GXL (4X4),USED,Automatic,3.5,6,AWD,Unleaded,9.5,34832,"Phillip, ACT",ACT,SUV,49990
Jeep,2023,Compass,Knox Ford & Jeep,2023 Jeep Compass Night Eagle,NEW,Automatic,2.4,4,Front,Unleaded,7.9,22,"Ferntree Gully, VIC",VIC,SUV,42990
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger Wildtrak 3.2 (4X4) (5 YR),USED,Manual,3.2,5,4WD,Diesel,8.4,78806,"Berwick, VIC",VIC,UTE,51990
Renault,2017,Master,Ferntree Gully Automotive,2017 Renault Master Mid Roof LWB AMT,USED,Automatic,,,Front,Diesel,,119181,"Ferntree Gully, VIC",VIC,Van,47990
Toyota,2018,RAV4,SUV,2018 Toyota RAV4 GX (2WD),USED,Automatic,2,4,Front,Unleaded,7,31233,"CAMBERWELL, VIC",VIC,SUV,35990
Isuzu,2021,D-MAX,Ute / Tray,2021 Isuzu D-MAX SX (4X4),USED,Automatic,3,4,4WD,Diesel,8,61749,"Port Macquarie, NSW",NSW,UTE,57990
Mitsubishi,2020,Outlander,SUV,2020 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,2.4,4,AWD,Unleaded,7.2,85039,"Southport, QLD",QLD,SUV,29990
Nissan,2018,X-Trail,SUV,2018 Nissan X-Trail ST (2WD),USED,Automatic,2.5,4,Front,Unleaded,7.9,41834,"Springvale, VIC",VIC,SUV,29990
Toyota,2016,FJ,SUV,2016 Toyota FJ Cruiser,USED,Automatic,4,6,4WD,Premium,11.4,84213,"Phillip, ACT",ACT,SUV,48930
Mazda,2021,CX-3,SUV,2021 Mazda CX-3 Maxx Sport (fwd),USED,Automatic,2,4,Front,Unleaded,6.3,30764,"Nunawading, VIC",VIC,SUV,29900
Jeep,2022,Wrangler,Miedecke Motor Group - Used,2022 Jeep Wrangler Unlimited Night Eagle (4X4),DEMO,Automatic,3.6,6,4WD,Unleaded,9.7,1038,"Port Macquarie, NSW",NSW,SUV,76888
Mercedes-Benz,2019,GLC200,SUV,2019 Mercedes-Benz GLC200,USED,Automatic,2,4,AWD,Premium,7.2,58335,"Burwood, VIC",VIC,SUV,55690
Holden,2018,Calais,Hatchback,2018 Holden Calais V,USED,Automatic,3.6,6,AWD,Premium,9.1,59507,"Berwick, VIC",VIC,Hatchback,32499
Audi,2015,Q7,SUV,2015 Audi Q7 3.0 TDI Quattro,USED,Automatic,3,6,AWD,Diesel,7.4,126292,"Coburg North, VIC",VIC,SUV,29990
Ford,2017,Focus,Hatchback,2017 Ford Focus RS,USED,Manual,2.3,4,AWD,Premium,8.1,73329,"Helensvale, QLD",QLD,Hatchback,47990
Holden,2015,Cruze,Sedan,2015 Holden Cruze Equipe,USED,Automatic,1.8,4,Front,Unleaded,7.4,58431,"Armidale, NSW",NSW,Sedan,14990
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 GO,USED,Automatic,2,4,Front,Unleaded,7.4,40662,"Berwick, VIC",VIC,Hatchback,24999
BMW,2014,220I,Coupe,2014 BMW 220I Sport Line,USED,Automatic,2,4,Rear,Premium,6,88200,"Ringwood, VIC",VIC,Coupe,24888
Volkswagen,2017,Tiguan,SUV,2017 Volkswagen Tiguan 110 TSI Trendline,USED,Automatic,1.4,4,Front,Premium,6.3,111221,"Phillip, ACT",ACT,SUV,22670
Toyota,2017,Kluger,SUV,2017 Toyota Kluger Grande (4X2),USED,Automatic,3.5,6,Front,Unleaded,9.3,67307,"Robina, QLD",QLD,SUV,43990
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,8.9,65078,"Armidale, NSW",NSW,UTE,57990
Jeep,2023,Grand,Knox Ford & Jeep,2023 Jeep Grand Cherokee L Limited 7 Seat (4X4),NEW,Automatic,3.6,6,4WD,-,10.6,16,"Ferntree Gully, VIC",VIC,SUV,92990
Chrysler,2017,300,Sedan,2017 Chrysler 300 C Luxury,USED,Automatic,3.6,6,Rear,Premium,9.7,79699,"Bundoora, VIC",VIC,Sedan,42877
Subaru,2020,Liberty,Sedan,2020 Subaru Liberty 2.5I AWD,USED,Automatic,2.5,4,AWD,Unleaded,7.3,46649,"Preston, VIC",VIC,Sedan,27990
Toyota,2000,Rav,SGM 4x4 & Commercials (Macksville),2000 Toyota Rav 4 ACA21R Edge Wagon 5dr Auto 4sp 4x4 2.0i,USED,Automatic,,,Other,-,,291391,"Macksville, NSW",NSW,Wagon,6250
Subaru,2011,Forester,SUV,2011 Subaru Forester S-Edition,USED,Automatic,2.5,4,AWD,Premium,10.5,182123,"Coburg North, VIC",VIC,SUV,15990
Mazda,2021,CX-5,SUV,2021 Mazda CX-5 GT (awd),USED,Automatic,2.5,4,AWD,Unleaded,7.5,49350,"Berwick, VIC",VIC,SUV,44990
Volkswagen,2018,Passat,Sedan,2018 Volkswagen Passat 132 TSI Comfortline,USED,Automatic,1.8,4,Front,Premium,6,92266,"Burwood, VIC",VIC,Sedan,25888
Nissan,2013,Dualis,SUV,2013 Nissan Dualis TI (4X2),USED,Manual,2,4,Front,Unleaded,8.1,104211,"Fawkner, VIC",VIC,SUV,16990
Toyota,2007,Hiace,Commercial,2007 Toyota Hiace LWB,USED,Manual,2.7,4,Rear,Unleaded,11.6,89846,"Fyshwick, ACT",ACT,Van,19999
Toyota,2019,Camry,USED Dealer ad,2019 Toyota Camry Ascent,USED,Automatic,,,Other,Unleaded,,40181,"Coffs Harbour, NSW",NSW,Sedan,28490
Mitsubishi,2019,Outlander,SUV,2019 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,2.4,4,Front,Unleaded,6.8,88865,"Berwick, VIC",VIC,SUV,30990
Audi,2016,A4,Sedan,2016 Audi A4 2.0 Tfsi S Tronic Sport,USED,Automatic,2,4,Front,Premium,5.3,64801,"Berwick, VIC",VIC,Sedan,32999
Subaru,2021,Forester,SUV,2021 Subaru Forester 2.5I (awd),USED,Automatic,2.5,4,AWD,Unleaded,7.4,69274,"Ferntree Gully, VIC",VIC,SUV,33933
Suzuki,2010,Grand,SUV,2010 Suzuki Grand Vitara (4X4),USED,Automatic,2.4,4,4WD,Unleaded,9.9,156933,"Ringwood, VIC",VIC,SUV,16950
Honda,2020,Civic,Hatchback,2020 Honda Civic Type R,USED,Manual,2,4,Front,Premium,8.8,24234,"Lavington, NSW",NSW,Hatchback,33270
Mazda,2019,3,Hatchback,2019 Mazda 3 Touring (5YR),USED,Manual,2,4,Front,Unleaded,5.9,11561,"Epping, VIC",VIC,Hatchback,33868
Volkswagen,2013,Tiguan,SUV,2013 Volkswagen Tiguan 103 TDI Pacific,USED,Automatic,2,4,AWD,Diesel,6.2,149904,"Labrador, QLD",QLD,SUV,15990
Mazda,2022,CX-8,SUV,2022 Mazda CX-8 Touring (fwd),USED,Automatic,2.5,4,Front,Unleaded,8.1,30198,"Ashmore, QLD",QLD,SUV,47990
Toyota,2012,Corolla,Hatchback,2012 Toyota Corolla Ascent,USED,Automatic,1.8,4,Front,Unleaded,6.6,123596,"Nunawading, VIC",VIC,Hatchback,15990
Holden,2013,Captiva,SUV,2013 Holden Captiva 5 LT (fwd),USED,Automatic,2.4,4,Front,Unleaded,8.8,155550,"Lilydale, VIC",VIC,SUV,11499
Mazda,2020,CX-30,SUV,2020 Mazda CX-30 G25 Astina (fwd),USED,Automatic,2.5,4,Front,Unleaded,6.6,20304,"Phillip, ACT",ACT,SUV,38100
Mitsubishi,2015,Lancer,Sedan,2015 Mitsubishi Lancer ES Sport,USED,Automatic,2,4,Front,Unleaded,7.2,62061,"Coffs Harbour, NSW",NSW,Sedan,23990
Audi,2019,Q3,SUV,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,1.4,4,Front,Premium,7.2,51058,"Burwood, VIC",VIC,SUV,44888
Kia,2020,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,2,4,Front,Unleaded,7.4,56309,"Tweed Heads South, NSW",NSW,Hatchback,20990
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (2WD),USED,Automatic,2,4,Front,Unleaded,6.5,4753,"Narre Warren, VIC",VIC,SUV,53990
Mazda,2017,CX-9,SUV,2017 Mazda CX-9 Touring (awd),USED,Automatic,2.5,4,AWD,Unleaded,8.8,106555,"Helensvale, QLD",QLD,SUV,36888
Toyota,2023,Camry,USED Dealer ad,2023 Toyota Camry Ascent,USED,Automatic,,,Other,Hybrid,,125,"Coffs Harbour, NSW",NSW,Sedan,48990
BMW,2008,323I,Coupe,2008 BMW 323I,USED,Automatic,2.5,6,Rear,Premium,9,294600,"Vermont, VIC",VIC,Coupe,13990
Toyota,2020,Camry,USED Dealer ad,2020 Toyota Camry Ascent,USED,Automatic,,,Front,Premium,,48304,"Tweed Heads South, NSW",NSW,Sedan,37990
Mini,2016,Cabrio,Convertible,2016 Mini Cabrio S,USED,Manual,2,4,Front,Premium,5.8,72134,"Lavington, NSW",NSW,Convertible,31990
Toyota,2015,Hilux,Ute / Tray,2015 Toyota Hilux SR (4X4),USED,Manual,3,4,4WD,Diesel,8.3,198400,"Warragul, VIC",VIC,UTE,33990
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,8.7,86572,"Phillip, ACT",ACT,UTE,42990
Subaru,2019,Forester,SUV,2019 Subaru Forester 2.5I-L (awd),USED,Automatic,2.5,4,AWD,Unleaded,7.4,73894,"HEIDELBERG, VIC",VIC,SUV,33850
BMW,2006,323I,Sedan,2006 BMW 323I,USED,Automatic,2.5,6,Rear,Premium,9,105282,"Vermont, VIC",VIC,Sedan,14990
Kia,2020,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,2,4,Front,Unleaded,7.4,57719,"Tweed Heads South, NSW",NSW,Hatchback,20990
Nissan,2018,X-Trail,SUV,2018 Nissan X-Trail ST (4WD),USED,Automatic,2.5,4,4WD,Unleaded,8.3,104410,"Ringwood, VIC",VIC,SUV,24888
Volkswagen,2013,Tiguan,SUV,2013 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,2,4,AWD,Premium,8.8,66392,"Coffs Harbour, NSW",NSW,SUV,19999
Subaru,2016,Forester,SUV,2016 Subaru Forester 2.5I-S,USED,Automatic,2.5,4,AWD,Unleaded,8.1,168205,"Thomastown, VIC",VIC,SUV,25950
Audi,2018,Q7,SUV,2018 Audi Q7 3.0 TDI Quattro (160KW),USED,Automatic,3,6,AWD,Diesel,5.9,191200,"Berwick, VIC",VIC,SUV,41990
Mazda,2021,CX-5,SUV,2021 Mazda CX-5 Akera (awd),USED,Automatic,2.2,4,AWD,Diesel,6,43000,"Thornbury, VIC",VIC,SUV,44950
Toyota,2012,Hilux,Ute / Tray,2012 Toyota Hilux SR5 (4X4),USED,Automatic,3,4,4WD,Diesel,9.3,306986,"Pakenham, VIC",VIC,UTE,28990
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,8.9,96852,"Lavington, NSW",NSW,UTE,46990
Subaru,2015,Outback,SUV,2015 Subaru Outback 3.6R,USED,Automatic,3.6,6,AWD,Premium,9.9,134388,"Batemans Bay, NSW",NSW,SUV,26888
Mazda,2014,2,Hatchback,2014 Mazda 2 NEO,USED,Automatic,1.5,4,Front,Unleaded,5.5,91003,"Ringwood, VIC",VIC,Hatchback,17990
Toyota,2021,Camry,Sedan,2021 Toyota Camry Ascent Hybrid,USED,Automatic,2.5,4,Front,Hybrid,4.2,430,"Narre Warren, VIC",VIC,Sedan,49990
Subaru,2008,Liberty,Wagon,2008 Subaru Liberty 2.5I Heritage,USED,Automatic,2.5,4,AWD,Unleaded,9.3,210902,"Ringwood, VIC",VIC,Wagon,9999
Audi,2010,Q5,SUV,2010 Audi Q5 2.0 TDI Quattro,USED,Automatic,2,4,AWD,Diesel,6.8,127153,"Coburg North, VIC",VIC,SUV,17990
Mazda,2012,2,Hatchback,2012 Mazda 2 NEO,USED,Automatic,1.5,4,Front,Unleaded,6.8,74183,"Epping, VIC",VIC,Hatchback,16705
Volkswagen,2014,Tiguan,SUV,2014 Volkswagen Tiguan 155 TSI R-Line (4X4),USED,Automatic,2,4,AWD,Premium,8.8,104786,"Watsonia, VIC",VIC,SUV,20990
Holden,2015,Captiva,SUV,2015 Holden Captiva 5 LT (fwd),USED,Automatic,2.4,4,Front,Unleaded,8.8,57146,"Coffs Harbour, NSW",NSW,SUV,15999
Volkswagen,2014,Amarok,Auto Mega Warehouse Dandenong,2014 Volkswagen Amarok TDI420 4MOTION Perm Core,USED,Automatic,,,Other,Diesel,,103554,"Dandenong South, VIC",VIC,UTE,33950
Ford,2016,Territory,SUV,2016 Ford Territory TX (rwd),USED,Automatic,2.7,6,Rear,Diesel,8.2,167230,"Fyshwick, ACT",ACT,SUV,16990
Toyota,2010,Camry,Sedan,2010 Toyota Camry Touring SE,USED,Automatic,2.4,4,Front,Unleaded,8.8,70532,"Dandenong, VIC",VIC,Sedan,13999
Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail ST-L (fwd),USED,Automatic,2.5,4,Front,Unleaded,7.9,74755,"Epping, VIC",VIC,SUV,22868
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XL 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,8.7,151974,"Pakenham, VIC",VIC,UTE,35990
Jeep,2022,Grand,Bellbowrie Motor Group New Cars,2022 Jeep Grand Cherokee Night Eagle (4X4),NEW,Automatic,3.6,6,4WD,Premium,10.6,12,"Coffs Harbour, NSW",NSW,SUV,75500
Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail TI (4WD) (5YR),USED,Automatic,2.5,4,4WD,Unleaded,8.3,30620,"Preston, VIC",VIC,SUV,38580
Land Rover,2019,Evoque,SUV,2019 Land Rover Range Rover Evoque D150 S (110KW),USED,Automatic,2,4,AWD,Diesel,5.7,33041,"Phillip, ACT",ACT,SUV,58888
Honda,2013,CR-V,SUV,2013 Honda CR-V VTI (4X4),USED,Automatic,2.4,4,4WD,Unleaded,8.7,139448,"Vermont, VIC",VIC,SUV,16990
Mazda,2018,3,Hatchback,2018 Mazda 3 SP25 GT,USED,Automatic,2.5,4,Front,Unleaded,6.1,83985,"Pakenham, VIC",VIC,Hatchback,25990
Subaru,2018,Forester,SUV,2018 Subaru Forester 2.5I-S,USED,Automatic,2.5,4,AWD,Unleaded,8.1,82131,"Southport, QLD",QLD,SUV,34987
Jeep,2022,Wrangler,NEW In stock,2022 Jeep Wrangler Unlimited Overland,NEW,Automatic,,,Other,Unleaded,,18,"Coffs Harbour, NSW",NSW,SUV,79890
Honda,2015,Accord,Sedan,2015 Honda Accord VTI-L,USED,Automatic,2.4,4,Front,Unleaded,8.1,117311,"Nunawading, VIC",VIC,Sedan,22990
Toyota,2019,Corolla,Hatchback,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,1.8,4,Front,Hybrid,4.2,136121,"Pakenham, VIC",VIC,Hatchback,25990
Hyundai,2016,Iload,Commercial,2016 Hyundai Iload,USED,Automatic,2.5,4,Rear,Diesel,8.8,77715,"Vermont, VIC",VIC,Van,35970
Ford,2022,Mustang,Hatchback,2022 Ford Mustang GT 5.0 V8,USED,Manual,5,8,Rear,Premium,13,21786,"Springvale, VIC",VIC,Hatchback,69988
Toyota,2022,Hilux,Ute / Tray,2022 Toyota Hilux SR (4X4),USED,Automatic,2.8,4,4WD,Diesel,7.9,16362,"Phillip, ACT",ACT,UTE,55850
Lexus,2015,IS200T,Sedan,2015 Lexus IS200T Luxury,USED,Automatic,2,4,Rear,Premium,7.5,50267,"Berwick, VIC",VIC,Sedan,34724
Skoda,2023,Kodiaq,Bellbowrie Motor Group New Cars,2023 Skoda Kodiaq Style (4X4) 132TSI,DEMO,Automatic,2,4,4WD,Premium,8.2,1566,"Coffs Harbour, NSW",NSW,SUV,65910
Holden,2016,Commodore,Wagon,2016 Holden Commodore Evoke,USED,Automatic,3,6,Rear,Unleaded,8.6,147916,"Pakenham, VIC",VIC,Wagon,20888
Ford,2013,Ranger,Ute / Tray,2013 Ford Ranger XL 2.2 (4X2),USED,Manual,2.2,4,Rear,Diesel,7.6,210198,"Southport, QLD",QLD,UTE,14990
Kia,2018,RIO,Hatchback,2018 Kia RIO S,USED,Automatic,1.4,4,Front,Unleaded,6.2,91480,"Berwick, VIC",VIC,Hatchback,19999
Mitsubishi,2019,Eclipse,SUV,2019 Mitsubishi Eclipse Cross LS (awd),USED,Automatic,1.5,4,AWD,Unleaded,7.7,108824,"Coffs Harbour, NSW",NSW,SUV,24999
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,2,4,Front,Unleaded,7.4,57453,"Preston, VIC",VIC,Hatchback,24990
Volkswagen,2014,Touareg,SUV,2014 Volkswagen Touareg 150 TDI,USED,Automatic,3,6,AWD,Diesel,7.2,69800,"Alphington, VIC",VIC,SUV,38990
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 GO,USED,Automatic,2,4,Front,Unleaded,7.4,65105,"Ringwood, VIC",VIC,Hatchback,22999
Mercedes-Benz,2007,CLK63,Coupe,2007 Mercedes-Benz CLK63 AMG,USED,Automatic,6.2,8,Rear,Premium,14.2,139012,"Thomastown, VIC",VIC,Coupe,49990
Isuzu,2017,MU-X,SUV,2017 Isuzu MU-X LS-T (4X4),USED,Automatic,3,4,4WD,Diesel,7.9,160782,"Lavington, NSW",NSW,SUV,36990
Mazda,2018,6,Sedan,2018 Mazda 6 Atenza,USED,Automatic,2.5,4,Front,Unleaded,6.6,73542,"Phillip, ACT",ACT,Sedan,29990
Mazda,2021,2,Hatchback,2021 Mazda 2 G15 Pure,USED,Automatic,1.5,4,Front,Unleaded,5.2,6385,"Mulgrave, VIC",VIC,Hatchback,27950
Mazda,2021,CX-9,SUV,2021 Mazda CX-9 GT (fwd),USED,Automatic,2.5,4,Front,Unleaded,8.4,28426,"Pakenham, VIC",VIC,SUV,54990
Mercedes-Benz,2017,A180,Hatchback,2017 Mercedes-Benz A180,USED,Automatic,1.6,4,Front,Premium,5.8,88000,"Ashmore, QLD",QLD,Hatchback,30990
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,9,132795,"Wodonga, VIC",VIC,UTE,45990
Holden,2019,Astra,Hatchback,2019 Holden Astra R,USED,Automatic,1.4,4,Front,Premium,5.8,48316,"Pakenham, VIC",VIC,Hatchback,22444
Subaru,2021,Forester,SUV,2021 Subaru Forester Hybrid L (awd),USED,Automatic,2,4,AWD,Hybrid,6.7,56295,"Coburg North, VIC",VIC,SUV,41990
Ford,2014,Falcon,Ute / Tray,2014 Ford Falcon XR6 (lpi),USED,Automatic,4,6,Rear,LPG,13.9,152443,"Wodonga, VIC",VIC,UTE,21990
