Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,States,CylindersinEngine,BodyType,Doors,Seats,Price
Subaru,2020.0,2020 Subaru Forester 2.5I (awd),SUV,2020 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,47453,White / -,"Welshpool, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,33999
Volkswagen,2019.0,2019 Volkswagen Golf 110 TSI Highline,Wagon,2019 Volkswagen Golf 110 TSI Highline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.6 L / 100 km,19960,White / -,"Wangara, WA", WA,4 cyl,Wagon, 4 Doors, 5 Seats,35999
Toyota,2023.0,2023 Toyota Hilux SR (4X4),Ute / Tray,2023 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,10,White / -,"Bentley, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,81988
Mitsubishi,2019.0,2019 Mitsubishi ASX Black Edition (2WD),SUV,2019 Mitsubishi ASX Black Edition (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,64001,White / Black,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,28970
Ford,2018.0,2018 Ford Ranger XL 2.2 HI-Rider (4X2),Ute / Tray,2018 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,7.8 L / 100 km,239542,White / Black,"Welshpool, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,21750
Toyota,2022.0,2022 Toyota Landcruiser 70 Series Workmate,Ute / Tray,2022 Toyota Landcruiser 70 Series Workmate,USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,40412,White / -,"Bentley, WA", WA,8 cyl,UTE, 2 Doors, 2 Seats,109992
Hyundai,2013.0,2013 Hyundai I45 YF Premium Sedan 4dr Spts Auto 6sp 2.4i [MY11],USED Dealer ad,2013 Hyundai I45 YF Premium Sedan 4dr Spts Auto 6sp 2.4i [MY11],USED,Automatic,-,Other,-,-,188221,Grey / -,"Wangara, WA", WA,-,Sedan,,,13900
Toyota,2017.0,2017 Toyota Landcruiser Workmate (4X4),Ute / Tray,2017 Toyota Landcruiser Workmate (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,102468,White / -,"Bentley, WA", WA,8 cyl,UTE, 2 Doors, 3 Seats,83988
Toyota,2010.0,"2010 Toyota Land Cruiser Prado KDJ150R GXL Wagon 7st 5dr Spts Auto 5sp, 4x4 3.0DT",Madman motors,"2010 Toyota Land Cruiser Prado KDJ150R GXL Wagon 7st 5dr Spts Auto 5sp, 4x4 3.0DT",USED,Automatic,-,Other,-,-,284284,White / -,"Wangara, WA", WA,-,Wagon,,,29990
Toyota,2022.0,2022 Toyota Landcruiser 70 Series GXL,Ute / Tray,2022 Toyota Landcruiser 70 Series GXL,USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,10262,White / -,"Bentley, WA", WA,8 cyl,UTE, 2 Doors, 2 Seats,116984
Hyundai,2012.0,2012 Hyundai I20 PB Active Hatchback 5dr Auto 4sp 1.4i,Easy Wholesale,2012 Hyundai I20 PB Active Hatchback 5dr Auto 4sp 1.4i,USED,Automatic,-,Front,Unleaded,-,110695,Red / -,"Wangara, WA", WA,-,Hatchback,,,11999
Land Rover,2007.0,Vogue,JPM MOTORS,2007 Land Rover Range Rover Vogue L322 Super Charged Wagon 4dr Spts Auto 6sp 4x4 5.0S,USED,Automatic,-,AWD,Unleaded,-,259083,Black / -,"Maddington, WA", WA,-,Wagon,,,19990
Hyundai,2010.0,2010 Hyundai Getz,"08 **** ****
",2010 Hyundai Getz,USED,-,-,Other,-,-,194854,Red / -,"Kenwick, WA", WA,-,Hatchback,,,6990
Ford,2016.0,2016 Ford Ranger XLT 3.2 (4X4),Ute / Tray,2016 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,212109,White / Black,"Wangara, WA", WA,5 cyl,UTE, 4 Doors, 5 Seats,30990
Holden,2011.0,2011 Holden Commodore Berlina,Wagon,2011 Holden Commodore Berlina,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,9.6 L / 100 km,210222,Grey / Black,"Victoria Park, WA", WA,6 cyl,Wagon, 4 Doors, 5 Seats,8985
Hyundai,2020.0,2020 Hyundai Kona Active (fwd),SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.2 L / 100 km,4766,White / -,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,26999
Toyota,1998.0,1998 Toyota Landcruiser Prado GXL (4X4),SUV,1998 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"6 cyl, 3.4 L",4WD,Unleaded,15 L / 100 km,416885,Red / -,"Mandurah, WA", WA,6 cyl,SUV, 4 Doors, 8 Seats,9990
Hyundai,2014.0,2014 Hyundai Santa FE Active Crdi (4X4),SUV,2014 Hyundai Santa FE Active Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3 L / 100 km,183096,Grey / -,"Maddington, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,16999
Subaru,2007.0,2007 Subaru Outback 2.5I,SUV,2007 Subaru Outback 2.5I,USED,Manual,"4 cyl, 2.5 L",AWD,Unleaded,9.1 L / 100 km,151949,White / Black,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,10990
Great,2011.0,2011 Great Wall X240 (4X4),SUV,2011 Great Wall X240 (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Unleaded,10.4 L / 100 km,108881,Blue / -,"Osborne Park, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,7990
Toyota,2018.0,2018 Toyota RAV4 GX (4X4),SUV,2018 Toyota RAV4 GX (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.5 L / 100 km,40750,Blue / -,"Welshpool, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,33999
Lexus,2003.0,2003 Lexus GS JZS160R Sedan 4dr Spts Auto 5sp 3.0i,USED Dealer ad,2003 Lexus GS JZS160R Sedan 4dr Spts Auto 5sp 3.0i,USED,Automatic,-,Rear,Unleaded,-,260499,Silver / -,"Maddington, WA", WA,-,Sedan,,,7990
Mitsubishi,2017.0,2017 Mitsubishi Outlander LS (4X2),SUV,2017 Mitsubishi Outlander LS (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,30709,White / Black,"Edgewater, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,25992
Mercedes-Benz,2013.0,2013 Mercedes-Benz A200 BE,Hatchback,2013 Mercedes-Benz A200 BE,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.1 L / 100 km,115829,Blue / Grey,"Cannington, WA", WA,4 cyl,Hatchback, 5 Doors, 5 Seats,19888
Toyota,2008.0,2008 Toyota Aurion AT-X,Sedan,2008 Toyota Aurion AT-X,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.9 L / 100 km,245801,Blue / Grey,"Wangara, WA", WA,6 cyl,Sedan, 4 Doors, 5 Seats,8990
MG,2021.0,2021 MG HS Excite,SUV,2021 MG HS Excite,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,34130,Blue / -,"Bentley, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,28588
Ford,2011.0,2011 Ford Territory TX (rwd),SUV,2011 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,171495,Silver / Black,"Wangara, WA", WA,6 cyl,SUV, 4 Doors, 5 Seats,10990
Toyota,2021.0,2021 Toyota Camry SX Hybrid,Sedan,2021 Toyota Camry SX Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,67694,Red / Black,"Cannington, WA", WA,4 cyl,Sedan, 4 Doors, 5 Seats,40998
Nissan,2008.0,2008 Nissan X-Trail TL (4X4),SUV,2008 Nissan X-Trail TL (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.1 L / 100 km,189150,Silver / -,"Osborne Park, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,12990
Kia,2015.0,2015 Kia Cerato S,Hatchback,2015 Kia Cerato S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,178815,Red / -,"Wangara, WA", WA,4 cyl,Hatchback, 5 Doors, 5 Seats,12999
Toyota,2017.0,2017 Toyota Landcruiser Prado GX (4X4),SUV,2017 Toyota Landcruiser Prado GX (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,198241,White / Black,"Welshpool, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,39980
BMW,2010.0,2010 BMW 3 Series 25i,Madman motors,2010 BMW 3 Series 25i,USED,Automatic,-,Other,-,-,111015,Grey / -,"Wangara, WA", WA,-,Coupe,,,16990
Mazda,2016.0,2016 Mazda CX-5 Maxx (4X4),SUV,2016 Mazda CX-5 Maxx (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,92907,Brown / Black,"Palmyra, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,23990
Toyota,2018.0,2018 Toyota Corolla Ascent Sport,Hatchback,2018 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,138552,Silver / -,"Wangara, WA", WA,4 cyl,Hatchback, 5 Doors, 5 Seats,20888
Fiat,2013.0,2013 Fiat Punto Easy,Hatchback,2013 Fiat Punto Easy,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,188475,Black / -,"Hamilton Hill, WA", WA,4 cyl,Hatchback, 5 Doors, 5 Seats,8990
Jeep,2009.0,2009 Jeep Grand Cherokee Limited (4X4),SUV,2009 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"8 cyl, 4.7 L",4WD,Unleaded,13.9 L / 100 km,264060,Grey / Black,"Wangara, WA", WA,8 cyl,SUV, 4 Doors, 5 Seats,9990
Kia,2009.0,2009 Kia Sportage LX (fwd),SUV,2009 Kia Sportage LX (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,217103,Grey / -,"Kenwick, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,7450
Holden,2019.0,2019 Holden Colorado LTZ (4X4),Ute / Tray,2019 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.7 L / 100 km,122419,Black / Black,"Edgewater, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,39997
Mercedes-Benz,2006.0,2006 Mercedes-Benz CLS500,Sedan,2006 Mercedes-Benz CLS500,USED,Automatic,"8 cyl, 5 L",Rear,Premium,17.8 L / 100 km,265584,Black / Black,"Bellevue, WA", WA,8 cyl,Sedan, 4 Doors, 4 Seats,12950
Nissan,2003.0,2003 Nissan Patrol ST (4X4),SUV,2003 Nissan Patrol ST (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,284253,Grey / Grey,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,15990
Kia,2018.0,2018 Kia Picanto GT-Line,Hatchback,2018 Kia Picanto GT-Line,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8 L / 100 km,69835,White / Black,"Bayswater, WA", WA,4 cyl,Hatchback, 5 Doors, 5 Seats,18499
Toyota,2010.0,2010 Toyota Hilux Workmate,Ute / Tray,2010 Toyota Hilux Workmate,USED,Manual,"4 cyl, 2.7 L",Rear,Unleaded,11.2 L / 100 km,186416,Silver / -,"Wangara, WA", WA,4 cyl,UTE, 2 Doors, 3 Seats,12999
Holden,2014.0,2014 Holden Caprice V,Sedan,2014 Holden Caprice V,USED,Automatic,"8 cyl, 6 L",Rear,Premium,11.7 L / 100 km,268802,Black / -,"Rockingham, WA", WA,8 cyl,Sedan, 4 Doors, 5 Seats,24990
Audi,2020.0,2020 Audi SQ8 TDI Quattro,SUV,2020 Audi SQ8 TDI Quattro,USED,Automatic,"8 cyl, 4 L",AWD,Diesel,7.8 L / 100 km,47750,Black / Black,"West Perth, WA", WA,8 cyl,SUV, 4 Doors, 5 Seats,164889
Kia,2019.0,2019 Kia Sportage SX (fwd),SUV,2019 Kia Sportage SX (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,49215,Black / -,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,29999
Alfa,2017.0,2017 Alfa Romeo Giulietta Veloce TCT,Hatchback,2017 Alfa Romeo Giulietta Veloce TCT,USED,Automatic,"4 cyl, 1.7 L",Front,Premium,6.8 L / 100 km,52820,Red / -,"Welshpool, WA", WA,4 cyl,Hatchback, 5 Doors, 5 Seats,28999
Subaru,2017.0,2017 Subaru Outback 2.5I Premium,SUV,2017 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,59359,White / -,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,31999
Mazda,2012.0,2012 Mazda 3 NEO,Sedan,2012 Mazda 3 NEO,USED,Manual,"4 cyl, 2 L",Front,Unleaded,8.6 L / 100 km,122362,Silver / Black,"Bibra Lake, WA", WA,4 cyl,Sedan, 4 Doors, 5 Seats,11455
Kia,2017.0,2017 Kia Cerato Sport,Sedan,2017 Kia Cerato Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,74736,White / -,"Wangara, WA", WA,4 cyl,Sedan, 4 Doors, 5 Seats,21999
Holden,2012.0,2012 Holden Commodore SV6 Thunder,Ute / Tray,2012 Holden Commodore SV6 Thunder,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,103373,White / -,"Bentley, WA", WA,6 cyl,UTE, 2 Doors, 2 Seats,21992
Mazda,2018.0,2018 Mazda CX-5 Maxx (4X4),SUV,2018 Mazda CX-5 Maxx (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5 L / 100 km,87245,Brown / -,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,29999
Honda,2015.0,2015 Honda HR-V VTI-S LE,SUV,2015 Honda HR-V VTI-S LE,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,98048,Blue / -,"Bentley, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,23369
HSV,1996.0,1996 HSV Maloo,Ute / Tray,1996 HSV Maloo,USED,Automatic,"8 cyl, 5 L",Rear,Unleaded,0 L / 100 km,196528,Black / Black,"Wangara, WA", WA,8 cyl,UTE, 2 Doors, 3 Seats,39990
Toyota,2006.0,2006 Toyota Landcruiser GXL (4X4),SUV,2006 Toyota Landcruiser GXL (4X4),USED,Automatic,"6 cyl, 4.2 L",4WD,Diesel,11.2 L / 100 km,429513,Silver / -,"Maddington, WA", WA,6 cyl,SUV, 4 Doors, 8 Seats,37999
Hyundai,2018.0,2018 Hyundai Tucson Active X (fwd),SUV,2018 Hyundai Tucson Active X (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,55738,White / Grey,"Edgewater, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,28982
MG,2021.0,2021 MG ZST Excite,SUV,2021 MG ZST Excite,USED,Automatic,"3 cyl, 1.3 L",Front,Unleaded,7.3 L / 100 km,7759,White / Black,"Welshpool, WA", WA,3 cyl,SUV, 5 Doors, 5 Seats,29999
Holden,2016.0,2016 Holden Colorado 7 LT (4X4),SUV,2016 Holden Colorado 7 LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,159592,White / -,"Bentley, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,26369
Jeep,2016.0,2016 Jeep Grand Cherokee Limited (4X4),SUV,2016 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.4 L / 100 km,79287,Grey / Black,"Wangara, WA", WA,6 cyl,SUV, 4 Doors, 5 Seats,33990
Hyundai,2020.0,2020 Hyundai Tucson Active (2WD),SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,68835,Blue / Black,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,26990
Toyota,2022.0,2022 Toyota Landcruiser Prado VX,SUV,2022 Toyota Landcruiser Prado VX,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,27001,Blue / -,"Welshpool, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,87999
Mitsubishi,2020.0,2020 Mitsubishi Outlander ES 7 Seat (2WD),SUV,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,28495,Grey / Black Fabric,"Bassendean, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,30990
Ford,2015.0,2015 Ford Ecosport Trend,SUV,2015 Ford Ecosport Trend,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.5 L / 100 km,101344,Grey / -,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,13999
Jeep,2007.0,2007 Jeep Wrangler Sport (4X4),SUV,2007 Jeep Wrangler Sport (4X4),USED,Automatic,"6 cyl, 3.8 L",4WD,Unleaded,11.6 L / 100 km,164270,Silver / -,"Osborne Park, WA", WA,6 cyl,SUV, 2 Doors, 4 Seats,16990
Holden,2013.0,2013 Holden Trax LTZ,SUV,2013 Holden Trax LTZ,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.6 L / 100 km,161900,Orange / -,"KINGSLEY, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,13988
Nissan,2010.0,2010 Nissan Elgrand Highway Star Premium,Westside Auto Wholesale,2010 Nissan Elgrand Highway Star Premium,USED,Automatic,-,Other,Unleaded,-,139702,Purple / -,"Bentley, WA", WA,-,Wagon,,,22992
Holden,2017.0,2017 Holden Colorado LS (4X4),Ute / Tray,2017 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,81461,Red / Grey,"Wangara, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,34990
Mitsubishi,2017.0,2017 Mitsubishi Triton GLX,Ute / Tray,2017 Mitsubishi Triton GLX,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,10.9 L / 100 km,14950,White / -,"Welshpool, WA", WA,4 cyl,UTE, 2 Doors, 2 Seats,27999
Ford,2018.0,2018 Ford Endura ST-Line (fwd),SUV,2018 Ford Endura ST-Line (fwd),USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.7 L / 100 km,81500,Silver / -,"KINGSLEY, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,30988
Toyota,2012.0,2012 Toyota Hilux SR (4X4),Ute / Tray,2012 Toyota Hilux SR (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,300200,- / -,"Bellevue, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,16990
Honda,2016.0,2016 Honda HR-V VTI-S,SUV,2016 Honda HR-V VTI-S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,74781,Silver / -,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,20990
Hyundai,2010.0,2010 Hyundai Santa FE SLX Crdi (4X4),SUV,2010 Hyundai Santa FE SLX Crdi (4X4),USED,Manual,"4 cyl, 2.2 L",4WD,Diesel,6.7 L / 100 km,208901,White / -,"Bentley, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,13999
Mitsubishi,2013.0,2013 Mitsubishi Pajero GLX-R LWB (4X4),SUV,2013 Mitsubishi Pajero GLX-R LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,222086,Black / Black,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,25990
Toyota,2016.0,2016 Toyota 86 GT,Coupe,2016 Toyota 86 GT,USED,Manual,"4 cyl, 2 L",Rear,Premium,7.8 L / 100 km,66901,Grey / Black,"Osborne Park, WA", WA,4 cyl,Coupe, 2 Doors, 4 Seats,26877
Nissan,2017.0,2017 Nissan Navara ST,Wangara MG Used,2017 Nissan Navara ST,USED,Automatic,-,Other,Diesel,-,53134,Blue / Black,"Wangara, WA", WA,-,UTE,,,43990
Ford,2013.0,2013 Ford Ranger XL 3.2 (4X4),Ute / Tray,2013 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,272300,White / Black,"Victoria Park, WA", WA,5 cyl,UTE, 2 Doors, 2 Seats,17990
Nissan,2019.0,2019 Nissan Navara ST-X (4X4) (leather Trim),Ute / Tray,2019 Nissan Navara ST-X (4X4) (leather Trim),USED,Manual,"4 cyl, 2.3 L",4WD,Diesel,6.5 L / 100 km,109540,Silver / -,"KINGSLEY, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,39998
Mercedes-Benz,2013.0,2013 Mercedes-Benz M-Class W166 ML250 BlueTEC Wagon 5dr 7G-TRONIC + 7sp 4x4 2.1DT,Magic Auto Wholesale,2013 Mercedes-Benz M-Class W166 ML250 BlueTEC Wagon 5dr 7G-TRONIC + 7sp 4x4 2.1DT,USED,Automatic,-,Other,-,-,160191,Black / -,"Victoria Park, WA", WA,-,Wagon,,,27999
GWM,2023.0,2023 GWM Haval Jolion Ultra,Morley GWM,2023 GWM Haval Jolion Ultra,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,1,Black / -,"Morley, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,34485
Hyundai,2011.0,2011 Hyundai Santa FE Elite Crdi (4X4),SUV,2011 Hyundai Santa FE Elite Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,7.5 L / 100 km,252120,White / Black,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,11990
Mercedes-Benz,2012.0,2012 Mercedes-Benz C200 BE,Wagon,2012 Mercedes-Benz C200 BE,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,7.3 L / 100 km,248527,Black / Black,"Victoria Park, WA", WA,4 cyl,Wagon, 4 Doors, 5 Seats,9985
Mitsubishi,2019.0,2019 Mitsubishi Outlander ES 7 Seat (awd),SUV,2019 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,115918,Grey / Black,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,26990
Volvo,2004.0,2004 Volvo V50 2.4,Wagon,2004 Volvo V50 2.4,USED,Automatic,"5 cyl, 2.4 L",Front,Unleaded,9.2 L / 100 km,132523,White / -,"Osborne Park, WA", WA,5 cyl,Wagon, 4 Doors, 5 Seats,9990
Toyota,2014.0,2014 Toyota Hilux SR (4X4),Ute / Tray,2014 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.7 L / 100 km,133218,White / Grey,"Wangara, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,43990
Land Rover,2008.0,Sport,SUV,2008 Land Rover Range Rover Sport 2.7 TDV6,USED,Automatic,"6 cyl, 2.7 L",4WD,Diesel,10.2 L / 100 km,186627,Black / -,"Saint James, WA", WA,6 cyl,SUV, 4 Doors, 5 Seats,18990
Nissan,2010.0,2010 Nissan Patrol ST (4X4),SUV,2010 Nissan Patrol ST (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,11.8 L / 100 km,299991,White / -,"Bentley, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,19999
Mercedes-Benz,2017.0,2017 Mercedes-Benz C220 D,Sedan,2017 Mercedes-Benz C220 D,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,4.7 L / 100 km,91581,White / -,"Wangara, WA", WA,4 cyl,Sedan, 4 Doors, 4 Seats,37888
Holden,2005.0,2005 Holden Commodore,Ute / Tray,2005 Holden Commodore,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,0 L / 100 km,259743,Silver / -,"Hamilton Hill, WA", WA,6 cyl,UTE, 2 Doors, 2 Seats,5990
Mitsubishi,2019.0,2019 Mitsubishi ASX ES (2WD),SUV,2019 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,93786,White / -,"KINGSLEY, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,22488
Toyota,2003.0,2003 Toyota Landcruiser Prado GX (4X4),SUV,2003 Toyota Landcruiser Prado GX (4X4),USED,Manual,"6 cyl, 4 L",4WD,Unleaded,13.8 L / 100 km,335974,White / -,"Osborne Park, WA", WA,6 cyl,SUV, 4 Doors, 8 Seats,14990
Holden,2018.0,2018 Holden Astra LT,Sedan,2018 Holden Astra LT,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.1 L / 100 km,33999,White / -,"KINGSLEY, WA", WA,4 cyl,Sedan, 4 Doors, 5 Seats,19988
Audi,2019.0,2019 Audi Q2 40 Tfsi Quattro (2.0 Tfsi),SUV,2019 Audi Q2 40 Tfsi Quattro (2.0 Tfsi),USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.5 L / 100 km,35342,Silver / -,"Bentley, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,42369
Land Rover,2015.0,Discovery,SUV,2015 Land Rover Discovery Sport SD4 HSE,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,135174,Grey / -,"Bentley, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,34999
Mazda,2021.0,2021 Mazda BT-50 GT Thunder (4X4),Ute / Tray,2021 Mazda BT-50 GT Thunder (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,38592,White / -,"KINGSLEY, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,59488
Jaguar,2017.0,2017 Jaguar XE 20T R-Sport,Sedan,2017 Jaguar XE 20T R-Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.3 L / 100 km,125043,White / Standard Trim,"Maddington, WA", WA,4 cyl,Sedan, 4 Doors, 5 Seats,28888
BMW,2011.0,2011 BMW X3 Xdrive 30D,SUV,2011 BMW X3 Xdrive 30D,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,6 L / 100 km,119565,Silver / -,"Wangara, WA", WA,6 cyl,SUV, 4 Doors, 5 Seats,19888
Smart,2007.0,2007 Smart Fortwo Coupe,Coupe,2007 Smart Fortwo Coupe,USED,Automatic,"3 cyl, 0.7 L",Front,Premium,5.9 L / 100 km,88178,Black / Black,"Victoria Park, WA", WA,3 cyl,Coupe, 2 Doors, 2 Seats,5985
MG,2021.0,2021 MG ZS EV Essence,SUV,2021 MG ZS EV Essence,USED,Automatic,0 L,Front,Electric,0 L / 100 km,32953,White / Black,"Wangara, WA", WA,0 L,SUV, 4 Doors, 5 Seats,39888
